"CityID","DescriptionE","DescriptionF","ProvinceStateID","CountryID","LastUpdate"
455,Phoenixville,Phoenixville,40,2,"2005-11-08 11:12:41"
456,St-Martin de Beauce,St-Martin de Beauce,11,1,"2005-11-09 15:03:29"
457,Fort Washington,Fort Washington,40,2,"2005-11-09 15:46:31"
458,Beauharnois,Beauharnois,11,1,"2005-11-09 16:25:11"
459,Superior,Superior,73,2,"2005-11-09 22:19:58"
460,Reno,Reno,53,2,"2005-11-10 09:53:06"
461,Atascadero,Atascadero,19,2,"2005-11-10 10:17:42"
462,Hanna,Hanna,1,1,"2005-11-10 10:23:36"
463,Miami,Miami,24,2,"2005-11-10 15:47:36"
464,Joliette,Joliette,11,1,"2005-11-11 08:48:46"
465,Cheyenne,Cheyenne,74,2,"2005-11-11 19:26:42"
466,Solon,Solon,60,2,"2005-11-12 14:59:56"
467,South Milwaukee,South Milwaukee,73,2,"2005-11-14 14:45:51"
468,Bloomingdale,Bloomingdale,28,2,"2005-11-14 14:52:54"
469,Digby,Digby,6,1,"2005-11-14 14:58:01"
470,Watertown,Watertown,49,2,"2005-11-14 19:22:13"
471,Lawrenceville,Lawrenceville,25,2,"2005-11-14 19:25:26"
472,Glen Allen,Glen Allen,70,2,"2005-11-14 22:10:01"
473,Trevose,Trevose,40,2,"2005-11-14 23:14:21"
474,Abbotsford,Abbotsford,2,1,"2005-11-15 17:29:01"
475,St. John,St. John,4,1,"2005-11-16 13:19:39"
476,Grandview,Grandview,50,2,"2005-11-18 00:32:18"
477,Cleveland,Cleveland,60,2,"2005-11-18 02:55:18"
478,Blainville,Blainville,11,1,"2005-11-18 03:39:32"
479,Lake Geneva,Lake Geneva,71,2,"2005-11-19 09:58:13"
480,Acton,Acton,9,1,"2005-11-20 02:35:38"
481,"Thirsk, North Yorkshire","Thirsk, North Yorkshire",,5,"2005-11-20 03:11:23"
482,Columbia,Columbia,66,2,"2005-11-20 18:39:59"
483,Loretteville,Loretteville,11,1,"2005-11-20 19:01:41"
484,Green Lake,Green Lake,73,2,"2005-11-20 19:20:21"
485,Selangor D.E.,Selangor D.E.,,7,"2005-11-20 19:55:24"
486,--,--,,10,"2005-11-20 20:05:23"
487,Chardon,Chardon,60,2,"2005-11-23 00:25:11"
488,Kitchener,Kitchener,9,1,"2005-11-24 15:32:42"
489,Bousac,Bousac,,11,"2005-11-28 01:03:53"
490,St. Thomas,St. Thomas,9,1,"2005-11-28 09:39:42"
491,Port Credit,Port Credit,9,1,"2005-11-28 11:49:53"
492,Bathurst,Bathurst,4,1,"2005-11-28 12:51:46"
493,Shanghai,Shanghai,,12,"2005-11-28 13:05:54"
494,Seoul,Seoul,,13,"2005-11-28 13:34:07"
495,St-Stanislas,St-Stanislas,11,1,"2005-11-28 14:35:59"
496,Chaska,Chaska,47,2,"2005-11-28 14:41:06"
497,Palm Harbor,Palm Harbor,24,2,"2005-11-28 15:32:36"
498,Rosemère,Rosemère,11,1,"2005-11-28 15:43:10"
499,North Billerica,North Billerica,49,2,"2005-11-28 15:48:46"
500,Shawinigan South,Shawinigan South,11,1,"2005-11-29 00:07:23"
501,Lachenaie,Lachenaie,11,1,"2005-11-29 00:11:37"
502,Sparta,Sparta,58,2,"2005-11-29 00:15:02"
503,Summerside,Summerside,10,1,"2005-11-29 08:25:31"
504,Des Moines,Des Moines,27,2,"2005-11-29 08:30:32"
505,Green Bay,Green Bay,73,2,"2005-11-29 08:38:59"
506,St-Lambert,St-Lambert,11,1,"2005-11-29 08:55:07"
507,Zebulon,Zebulon,58,2,"2005-11-29 10:30:00"
508,Edison,Edison,55,2,"2005-11-29 10:36:07"
509,Richmond,Richmond,70,2,"2005-11-29 10:44:06"
510,Sherwood Park,Sherwood Park,1,1,"2005-11-29 13:01:48"
512,Toledo,Toledo,60,2,"2005-12-06 08:20:49"
513,Ste-Rose de Watford,Ste-Rose de Watford,11,1,"2005-12-06 12:44:21"
514,Warminster,Warminster,40,2,"2005-12-06 15:14:49"
515,Savage,Savage,47,2,"2005-12-07 09:41:10"
516,Princeton,Princeton,55,2,"2005-12-07 11:25:09"
517,Perth Amboy,Perth Amboy,55,2,"2005-12-07 13:35:33"
518,St. Louis,St. Louis,51,2,"2005-12-07 14:35:36"
519,St. Georges de Windsor,St. Georges de Windsor,11,1,"2005-12-09 08:15:34"
520,Merton,Merton,73,2,"2005-12-09 09:13:11"
521,Greenville,Greenville,64,2,"2005-12-09 09:52:27"
522,Philadelphia,Philadelphia,40,2,"2005-12-09 11:11:57"
523,Tracadie-Sheila,Tracadie-Sheila,4,1,"2005-12-09 11:18:11"
524,Duiven,Duiven,,14,"2005-12-09 12:45:21"
525,Lafayette,Lafayette,32,2,"2005-12-09 14:16:24"
526,Bécancour,Bécancour,11,1,"2005-12-13 08:02:16"
527,St-Jacobs,St-Jacobs,9,1,"2005-12-13 09:50:00"
528,St. Jacobs,St. Jacobs,9,1,"2005-12-13 09:55:01"
529,Estherville,Estherville,27,2,"2005-12-13 10:01:55"
530,Brookfield,Brookfield,73,2,"2005-12-13 10:56:20"
531,Greensboro,Greensboro,58,2,"2005-12-13 11:46:23"
532,Hartland,Hartland,73,2,"2005-12-14 10:43:35"
533,North Hakensack Sta. River Edge,North Hakensack Sta. River Edge,55,2,"2005-12-14 10:51:31"
534,Wilmington,Wilmington,49,2,"2005-12-14 11:17:35"
535,Elmsdale,Elmsdale,6,1,"2005-12-14 11:36:17"
536,Delta,Delta,4,1,"2005-12-15 07:53:28"
537,Beauport,Beauport,11,1,"2005-12-15 08:45:28"
538,Port Colborne,Port Colborne,9,1,"2005-12-15 14:20:31"
539,Mexico,Mexico,50,2,"2005-12-15 15:00:49"
540,Rock Forest,Rock Forest,11,1,"2005-12-16 10:48:17"
541,East-Broughton,East-Broughton,11,1,"2005-12-16 11:19:59"
542,Vanier,Vanier,11,1,"2005-12-16 11:32:30"
543,LaPocatière,LaPocatière,11,1,"2005-12-16 14:13:46"
544,D-86899 Landsberg,D-86899 Landsberg,,10,"2005-12-19 10:30:38"
545,Hvidore,Hvidore,,15,"2005-12-19 12:39:50"
546,Bromptonville,Bromptonville,11,1,"2005-12-20 09:52:14"
547,Turner Valley,Turner Valley,1,1,"2005-12-21 10:17:06"
548,Johannesburg,Johannesburg,,16,"2005-12-21 11:47:35"
549,Maumee,Maumee,60,2,"2005-12-21 13:32:27"
550,Dracut,Dracut,49,2,"2005-12-22 10:32:40"
551,Golden Valley,Golden Valley,47,2,"2005-12-22 11:52:25"
552,Westford,Westford,49,2,"2005-12-22 12:44:26"
553,Lavaltrie,Lavaltrie,11,1,"2005-12-23 09:11:59"
554,White Rock,White Rock,2,1,"2005-12-23 10:32:51"
555,Kingston,Kingston,6,1,"2005-12-23 12:27:26"
556,Courtenay,Courtenay,2,1,"2006-01-10 10:01:09"
557,Grand-Mere,Grand-Mere,11,1,"2006-01-10 14:30:49"
558,St. Eustache,St. Eustache,11,1,"2006-01-10 17:00:55"
559,Nieuw-Vennep,Nieuw-Vennep,,18,"2006-01-11 09:52:43"
560,Akron,Akron,60,2,"2006-01-11 15:49:37"
561,Nixa,Nixa,50,2,"2006-01-12 10:58:56"
562,Ingersoll,Ingersoll,9,1,"2006-01-13 09:19:41"
563,Roswell,Roswell,25,2,"2006-01-16 08:03:17"
564,Holland,Holland,60,2,"2006-01-16 12:01:44"
565,Linden,Linden,55,2,"2006-01-17 11:35:33"
566,Reading,Reading,40,2,"2006-01-17 12:36:19"
567,Deventer,Deventer,,18,"2006-01-18 08:18:46"
568,Washington,Washington,29,2,"2006-01-18 09:46:45"
569,West Deptford,West Deptford,55,2,"2006-01-18 10:51:34"
570,East Setauket,East Setauket,57,2,"2006-01-18 11:00:51"
571,Binghamton,Binghamton,57,2,"2006-01-18 11:14:27"
572,Chilliwack,Chilliwack,2,1,"2006-01-18 14:36:25"
573,Bradenton,Bradenton,24,2,"2006-01-18 14:43:07"
574,Clearbrook,Clearbrook,2,1,"2006-01-18 15:17:51"
575,Owen Sound,Owen Sound,9,1,"2006-01-18 15:30:03"
576,Smithtown,Smithtown,57,2,"2006-01-18 15:34:31"
577,West Palm Beach,West Palm Beach,24,2,"2006-01-18 16:02:06"
578,New Hamburg,New Hamburg,9,1,"2006-01-19 08:34:00"
579,Carrollton,Carrollton,25,2,"2006-01-19 08:39:55"
580,Mount Pearl,Mount Pearl,5,1,"2006-01-19 11:48:26"
581,Morris,Morris,3,1,"2006-01-19 12:20:18"
582,St-Romuald,St-Romuald,11,1,"2006-01-19 12:31:18"
583,Berkeley,Berkeley,19,2,"2006-01-19 12:38:30"
584,Saint-Romuald,Saint-Romuald,11,1,"2006-01-19 14:54:39"
585,Fleurimont,Fleurimont,11,1,"2006-01-19 15:16:19"
586,Waterbury,Waterbury,21,2,"2006-01-20 08:47:18"
587,Palatine,Palatine,28,2,"2006-01-20 09:49:37"
588,North Haven,North Haven,21,2,"2006-01-20 10:18:23"
589,Whitby,Whitby,9,1,"2006-01-20 10:23:42"
590,Hébertville-Station,Hébertville-Station,11,1,"2006-01-20 10:34:53"
591,State College,State College,40,2,"2006-01-20 10:47:00"
592,Kita-Ku Osaka,Kita-Ku Osaka,,19,"2006-01-20 12:24:39"
593,Almonte,Almonte,9,1,"2006-01-20 12:59:56"
594,Torrance,Torrance,19,2,"2006-01-20 14:24:40"
595,Elmira,Elmira,9,1,"2006-01-20 14:29:47"
596,Kent,Kent,71,2,"2006-01-20 14:59:00"
597,Fort Edward,Fort Edward,57,2,"2006-01-20 15:08:39"
598,Lakewood,Lakewood,57,2,"2006-01-20 15:17:44"
599,Fair Lawn,Fair Lawn,55,2,"2006-01-23 08:21:57"
600,Paramus,Paramus,55,2,"2006-01-23 09:38:47"
601,Clark,Clark,55,2,"2006-01-23 15:56:07"
602,Ile-Bizard,Ile-Bizard,11,1,"2006-01-24 08:50:13"
603,Roscoe,Roscoe,28,2,"2006-01-24 14:09:44"
604,Schenectady,Schenectady,57,2,"2006-01-25 11:20:48"
605,Salem,Salem,70,2,"2006-01-25 12:43:28"
607,South Hackensack,South Hackensack,55,2,"2006-01-30 09:13:20"
608,Griffin,Griffin,25,2,"2006-01-30 09:26:56"
609,Rochester,Rochester,57,2,"2006-01-30 09:40:17"
610,Omaha,Omaha,52,2,"2006-01-30 09:48:03"
611,Russellville,Russellville,16,2,"2006-01-30 10:30:19"
612,Lebanon,Lebanon,40,2,"2006-01-30 10:36:54"
613,Allison Park,Allison Park,40,2,"2006-01-30 11:48:30"
614,St-Emile,St-Emile,11,1,"2006-02-02 08:01:33"
615,Waltenhofen,Waltenhofen,,10,"2006-02-02 08:20:08"
616,Unionville,Unionville,9,1,"2006-02-02 08:56:12"
617,Hohentwiel,Hohentwiel,,10,"2006-02-02 09:19:23"
618,Gipuzkoa,Gipuzkoa,,20,"2006-02-02 09:46:51"
619,Rhinelander,Rhinelander,73,2,"2006-02-02 09:55:22"
620,North Bergen,North Bergen,55,2,"2006-02-02 10:01:26"
621,Smyrna,Smyrna,25,2,"2006-02-02 10:06:52"
622,Livingston,Livingston,55,2,"2006-02-02 10:27:52"
623,Markt Erlbach,Markt Erlbach,,10,"2006-02-02 10:44:45"
624,Middleton,Middleton,23,2,"2006-02-02 10:51:27"
625,Jersey City,Jersey City,55,2,"2006-02-02 11:29:13"
626,Waynesville,Waynesville,58,2,"2006-02-02 11:57:26"
627,Mirabel,Mirabel,11,1,"2006-02-02 12:06:34"
628,Garfield Heights,Garfield Heights,60,2,"2006-02-02 12:33:24"
629,Sioux Falls,Sioux Falls,65,2,"2006-02-02 14:20:26"
630,Oshkosh,Oshkosh,73,2,"2006-02-02 14:34:01"
631,South Surrey,South Surrey,2,1,"2006-02-02 15:23:03"
632,St-Anselme,St-Anselme,11,1,"2006-02-02 15:31:46"
633,Evansville,Evansville,29,2,"2006-02-02 15:37:14"
634,Wingham,Wingham,9,1,"2006-02-02 15:53:39"
635,Lahti,Lahti,,21,"2006-02-13 07:48:11"
636,Exeter,Exeter,9,1,"2006-02-13 08:07:44"
637,Dayville,Dayville,21,2,"2006-02-13 08:19:30"
638,West Hill,West Hill,9,1,"2006-02-13 08:25:23"
639,Coosa Pines,Coosa Pines,15,2,"2006-02-13 08:37:07"
640,Asv-Horsens,Asv-Horsens,,15,"2006-02-13 09:03:15"
641,Talladega,Talladega,15,2,"2006-02-13 09:11:00"
642,Merrill,Merrill,73,2,"2006-02-13 10:33:02"
643,Bay Village,Bay Village,60,2,"2006-02-13 10:40:42"
644,Springhill,Springhill,6,1,"2006-02-13 11:53:26"
645,Bloomington,Bloomington,47,2,"2006-02-13 12:31:33"
646,Patterson,Patterson,58,2,"2006-02-13 12:46:46"
647,Massillon,Massillon,60,2,"2006-02-13 13:15:07"
648,Ville de St-Joseph de Beauce,Ville de St-Joseph de Beauce,11,1,"2006-02-13 13:31:07"
649,Clarkson,Clarkson,46,2,"2006-02-13 13:50:17"
650,Arichat,Arichat,6,1,"2006-02-13 13:59:16"
651,Los Angeles,Los Angeles,19,2,"2006-02-13 14:20:42"
652,St-Germain de Grantham,St-Germain de Grantham,11,1,"2006-02-13 14:34:49"
653,Edgerton,Edgerton,73,2,"2006-02-13 14:39:41"
654,Querétaro,Querétaro,,22,"2006-02-13 14:49:17"
655,Madrid,Madrid,,20,"2006-02-13 14:52:37"
656,Blockhouse,Blockhouse,6,1,"2006-02-14 08:53:59"
657,Georgetown,Georgetown,9,1,"2006-02-14 09:00:50"
658,Westborough,Westborough,49,2,"2006-02-14 13:58:14"
659,Warwick,Warwick,11,1,"2006-02-14 14:06:52"
660,Augusta,Augusta,25,2,"2006-02-14 14:20:02"
661,Riguad,Riguad,11,1,"2006-02-14 14:27:15"
662,Bowmanville,Bowmanville,9,1,"2006-02-14 15:11:10"
663,Hoogstraten,Hoogstraten,,9,"2006-02-14 15:31:48"
664,Columbia,Columbia,64,2,"2006-02-14 15:51:51"
665,Cap-Pelé,Cap-Pelé,4,1,"2006-02-15 09:08:52"
666,Verdun,Verdun,11,1,"2006-02-15 09:33:31"
668,Ville De Mont,Ville De Mont,11,1,"2006-02-15 10:17:47"
669,Tracy,Tracy,11,1,"2006-02-15 10:24:13"
670,St-Luc,St-Luc,11,1,"2006-02-15 10:27:45"
671,Fraisses,Fraisses,,11,"2006-02-15 10:57:00"
672,Colborne,Colborne,9,1,"2006-02-15 11:20:40"
673,Laval,Laval,,11,"2006-02-15 12:26:37"
674,Holstebro,Holstebro,,15,"2006-02-16 08:04:40"
675,Kalamazoo,Kalamazoo,46,2,"2006-02-16 09:25:37"
676,Hawkesbury,Hawkesbury,9,1,"2006-02-16 10:45:26"
677,Chattanoga,Chattanoga,66,2,"2006-02-16 11:00:08"
678,Aurora,Aurora,60,2,"2006-02-16 11:04:34"
679,Covington,Covington,29,2,"2006-02-16 11:24:47"
680,Makeno,Makeno,28,2,"2006-02-16 12:04:15"
681,Wilton,Wilton,33,2,"2006-02-16 12:22:15"
682,South Chicago Heights,South Chicago Heights,28,2,"2006-02-16 12:31:27"
683,Telford,Telford,40,2,"2006-02-16 13:06:43"
684,Bic,Bic,11,1,"2006-02-16 13:13:28"
685,Willowdale,Willowdale,9,1,"2006-02-16 14:27:45"
686,Covington,Covington,60,2,"2006-02-16 14:48:33"
687,Deux-Montagnes,Deux-Montagnes,11,1,"2006-02-16 15:06:46"
688,Losning,Losning,,15,"2006-02-16 15:28:03"
689,Milano,Milano,,23,"2006-02-16 15:35:31"
690,Milford,Milford,60,2,"2006-02-16 15:40:10"
691,Barueri,Barueri,,24,"2006-02-16 16:13:39"
692,Menasha,Menasha,73,2,"2006-02-17 08:30:35"
693,Lockport,Lockport,28,2,"2006-02-17 08:38:01"
694,Osaka,Osaka,,19,"2006-02-17 09:24:09"
695,Turners Falls,Turners Falls,49,2,"2006-02-17 10:13:37"
696,Bodelshausen,Bodelshausen,,10,"2006-02-17 10:25:08"
697,Athens,Athens,25,2,"2006-02-17 11:11:03"
698,Thun,Thun,,25,"2006-02-17 11:20:59"
699,Aberdeen,Aberdeen,12,1,"2006-02-17 11:50:50"
700,Pottsville,Pottsville,40,2,"2006-02-17 12:01:17"
701,Youngs Cove,Youngs Cove,6,1,"2006-02-17 12:14:04"
702,Chesapeake,Chesapeake,70,2,"2006-02-17 12:32:06"
703,Memphis,Memphis,66,2,"2006-02-17 12:46:29"
704,Cambridge,Cambridge,35,2,"2006-02-17 13:46:57"
705,Edmundston,Edmundston,4,1,"2006-02-20 11:45:15"
706,Hillside,Hillside,28,2,"2006-02-22 09:38:41"
707,Tremonton,Tremonton,68,2,"2006-02-22 10:54:12"
708,Brush Prairie,Brush Prairie,71,2,"2006-02-22 11:15:54"
709,Westfield,Westfield,49,2,"2006-02-22 11:39:35"
710,Rockingham,Rockingham,58,2,"2006-02-22 11:45:55"
711,Hiroshima,Hiroshima,,19,"2006-02-22 11:52:09"
712,Goderich,Goderich,9,1,"2006-02-22 12:02:55"
713,Wiesbaden,Wiesbaden,,10,"2006-02-22 12:15:52"
714,Bath,Bath,57,2,"2006-02-22 12:30:02"
715,Waterville,Waterville,33,2,"2006-02-22 13:21:36"
716,Orange,Orange,19,2,"2006-02-22 13:29:54"
717,New York,New York,57,2,"2006-02-22 14:09:31"
718,Beloeil,Beloeil,11,1,"2006-02-22 14:40:49"
719,Schaumburg,Schaumburg,28,2,"2006-02-22 14:45:02"
720,Piscataway,Piscataway,55,2,"2006-02-22 15:20:14"
721,Bridgeton,Bridgeton,55,2,"2006-02-23 08:06:15"
722,Ft. Lauderdale,Ft. Lauderdale,24,2,"2006-02-23 09:41:50"
723,Chatham,Chatham,9,1,"2006-02-23 11:37:45"
724,Paris,Paris,,11,"2006-02-23 11:55:24"
725,Gormley,Gormley,9,1,"2006-02-23 13:43:21"
726,Schuylkill Haven,Schuylkill Haven,40,2,"2006-02-23 13:59:19"
727,Mount Vernon,Mount Vernon,31,2,"2006-02-24 08:24:35"
728,Hong Kong,Hong Kong,,12,"2006-02-24 09:20:26"
729,Cordova,Cordova,58,2,"2006-02-24 09:30:02"
730,Baltimore,Baltimore,35,2,"2006-02-24 10:12:21"
731,Pasadena,Pasadena,5,1,"2006-02-24 10:21:54"
732,Machester,Machester,54,2,"2006-02-24 10:26:08"
733,De Pere,De Pere,73,2,"2006-02-24 10:29:36"
734,Auburn,Auburn,71,2,"2006-02-24 11:28:40"
735,Plain,Plain,73,2,"2006-02-24 12:01:31"
736,Richmond,Richmond,11,1,"2006-02-24 12:15:41"
737,East Longmeadow,East Longmeadow,49,2,"2006-02-24 12:31:10"
738,Roanoke,Roanoke,70,2,"2006-02-24 12:40:02"
739,Mt. Brydges,Mt. Brydges,9,1,"2006-02-24 14:11:19"
740,Alliance,Alliance,60,2,"2006-02-24 14:16:14"
741,Oak Creek,Oak Creek,73,2,"2006-02-24 14:19:37"
742,Kempten,Kempten,,10,"2006-02-24 14:38:55"
743,Council Bluffs,Council Bluffs,27,2,"2006-02-24 14:45:18"
744,Holyoke,Holyoke,49,2,"2006-02-24 14:57:27"
745,Lake Forest,Lake Forest,28,2,"2006-02-24 15:27:21"
746,Zurich,Zurich,,25,"2006-02-27 07:56:50"
747,Canandaigua,Canandaigua,57,2,"2006-02-27 08:11:17"
748,Jonquiere,Jonquiere,11,1,"2006-02-27 08:49:59"
749,La Verne,La Verne,19,2,"2006-02-27 09:08:50"
750,High Wycombe,High Wycombe,,5,"2006-02-27 12:13:39"
751,Rorschach,Rorschach,,25,"2006-02-27 12:34:34"
752,St-Bruno,St-Bruno,11,1,"2006-02-27 12:48:36"
753,Roenne,Roenne,,15,"2006-02-27 12:54:40"
754,St-Louis-Du-HA! HA!,St-Louis-Du-HA! HA!,11,1,"2006-02-27 13:12:27"
755,Kingsley Falls,Kingsley Falls,11,1,"2006-02-28 07:47:31"
756,Theix,Theix,,11,"2006-02-28 09:20:22"
757,Hazorea,Hazorea,,26,"2006-02-28 09:35:11"
758,Nerviano,Nerviano,,23,"2006-02-28 10:36:08"
759,Farnham,Farnham,11,1,"2006-02-28 11:03:41"
760,Springdale,Springdale,21,2,"2006-02-28 12:11:32"
761,Dalton,Dalton,25,2,"2006-02-28 12:19:36"
762,Vienna,Vienna,,27,"2006-02-28 14:15:37"
763,Sutton,Sutton,49,2,"2006-02-28 14:33:53"
764,Portage,Portage,73,2,"2006-02-28 14:38:04"
765,San Jose,San Jose,19,2,"2006-02-28 15:23:16"
766,Lewiston,Lewiston,60,2,"2006-02-28 15:49:29"
767,Columbus,Columbus,60,2,"2006-02-28 16:24:27"
768,Bingham Farms,Bingham Farms,46,2,"2006-03-01 08:26:57"
769,Vernon,Vernon,19,2,"2006-03-01 10:25:13"
770,Rutland,Rutland,69,2,"2006-03-01 10:33:22"
771,Hiram,Hiram,25,2,"2006-03-01 10:36:23"
772,Streamwood,Streamwood,28,2,"2006-03-01 10:42:04"
773,Lokeren,Lokeren,,9,"2006-03-01 10:48:47"
774,Drumheller,Drumheller,1,1,"2006-03-01 10:54:08"
775,Tukwila,Tukwila,71,2,"2006-03-01 11:14:31"
776,Rome,Rome,57,2,"2006-03-01 11:46:37"
777,Liverpool,Liverpool,57,2,"2006-03-01 11:59:31"
778,Kreuzlinger,Kreuzlinger,,25,"2006-03-01 13:24:04"
779,Dundee,Dundee,,6,"2006-03-01 14:35:56"
780,Fullerton,Fullerton,19,2,"2006-03-02 08:46:58"
781,Winchester,Winchester,70,2,"2006-03-02 09:02:23"
782,Muncie,Muncie,29,2,"2006-03-02 09:58:56"
783,St. Joseph,St. Joseph,50,2,"2006-03-02 10:36:38"
784,Glasgow,Glasgow,,6,"2006-03-02 10:46:08"
785,Grenada,Grenada,48,2,"2006-03-02 11:30:28"
786,Yakima,Yakima,71,2,"2006-03-02 13:47:52"
787,Oklahoma City,Oklahoma City,61,2,"2006-03-02 13:52:56"
788,Hickory,Hickory,58,2,"2006-03-02 14:01:27"
789,Tacoma,Tacoma,71,2,"2006-03-02 14:18:24"
790,Debert,Debert,6,1,"2006-03-03 08:13:28"
791,Nepean,Nepean,9,1,"2006-03-03 08:57:31"
792,Skoghall,Skoghall,,28,"2006-03-03 09:24:56"
793,Napanee,Napanee,9,1,"2006-03-03 09:32:58"
794,Wallaceburg,Wallaceburg,9,1,"2006-03-03 10:00:03"
795,Negev,Negev,,26,"2006-03-03 10:26:23"
796,Schio,Schio,,23,"2006-03-03 11:16:48"
797,Somerville,Somerville,55,2,"2006-03-03 11:37:08"
798,Innisfil,Innisfil,9,1,"2006-03-03 11:48:09"
799,South Plainfield,South Plainfield,55,2,"2006-03-03 12:35:01"
800,Shippagan,Shippagan,4,1,"2006-03-03 13:21:39"
801,West Chicago,West Chicago,28,2,"2006-03-03 13:46:25"
802,St-Rédempteur,St-Rédempteur,11,1,"2006-03-03 14:02:28"
803,Marina Del Rey,Marina Del Rey,19,2,"2006-03-03 14:44:53"
804,Hazleton,Hazleton,40,2,"2006-03-03 14:59:35"
805,Lunenberg,Lunenberg,6,1,"2006-03-03 15:38:56"
806,Gardena,Gardena,19,2,"2006-03-06 08:08:41"
807,Renton,Renton,71,2,"2006-03-06 08:16:22"
808,St-Joseph de Beauce,St-Joseph de Beauce,11,1,"2006-03-06 08:47:07"
809,Sao Paulo,Sao Paulo,,24,"2006-03-06 09:48:38"
810,Petersburg,Petersburg,9,1,"2006-03-06 10:29:21"
811,Lanoraie,Lanoraie,11,1,"2006-03-06 10:48:45"
812,Frankfort,Frankfort,28,2,"2006-03-06 10:53:19"
813,Buenos Aires,Buenos Aires,,29,"2006-03-06 12:28:30"
814,Turlock,Turlock,19,2,"2006-03-06 12:37:25"
815,Knowlton,Knowlton,11,1,"2006-03-06 14:34:56"
816,Senoia,Senoia,25,2,"2006-03-06 14:40:43"
817,Langhorne,Langhorne,40,2,"2006-03-06 15:59:02"
818,Bomlitz,Bomlitz,,10,"2006-03-07 09:20:16"
819,mauren-Schaanwald,mauren-Schaanwald,,30,"2006-03-07 10:23:37"
820,Caledonia,Caledonia,57,2,"2006-03-07 11:21:14"
821,Macedon,Macedon,57,2,"2006-03-07 11:45:02"
822,Atlanta,Atlanta,19,2,"2006-03-07 12:42:08"
823,Lyon,Lyon,,11,"2006-03-07 13:21:42"
824,Terrasse-Vaudreuil,Terrasse-Vaudreuil,11,1,"2006-03-07 14:18:10"
825,Hamburg,Hamburg,,10,"2006-03-07 15:00:58"
826,Weinheim,Weinheim,,10,"2006-03-07 15:30:01"
827,Hanko,Hanko,,21,"2006-03-07 15:36:56"
828,Furstentum,Furstentum,,30,"2006-03-07 15:41:21"
829,Navarra,Navarra,,20,"2006-03-08 07:51:31"
830,Lemont,Lemont,28,2,"2006-03-08 08:52:12"
831,Sumter,Sumter,64,2,"2006-03-08 11:37:12"
832,Girona,Girona,,20,"2006-03-08 11:44:20"
833,Berlin,Berlin,,10,"2006-03-08 12:12:22"
834,Kawasaki City,Kawasaki City,,19,"2006-03-08 12:14:20"
835,Borispol,Borispol,,31,"2006-03-08 15:55:13"
836,Lisle,Lisle,28,2,"2006-03-10 08:14:26"
837,Osnabrück,Osnabrück,,10,"2006-03-10 08:53:37"
838,Kenosha,Kenosha,73,2,"2006-03-10 09:35:59"
839,Salzburg,Salzburg,,27,"2006-03-10 09:40:17"
840,Lexington,Lexington,49,2,"2006-03-10 14:36:19"
841,Porrino,Porrino,,20,"2006-03-13 07:51:54"
842,Harward,Harward,19,2,"2006-03-13 08:09:36"
843,Schaan,Schaan,,30,"2006-03-13 09:08:06"
844,Gettysburg,Gettysburg,40,2,"2006-03-13 09:16:51"
845,Kennesaw,Kennesaw,25,2,"2006-03-13 09:41:14"
846,Richelieu,Richelieu,11,1,"2006-03-13 12:28:23"
847,Bally,Bally,40,2,"2006-03-15 08:14:57"
848,St-Augustin de Desmaures,St-Augustin de Desmaures,11,1,"2006-03-15 08:39:06"
849,Acheson,Acheson,1,1,"2006-03-15 09:20:45"
850,Beauce,Beauce,11,1,"2006-03-15 09:51:16"
851,North Battleford,North Battleford,12,1,"2006-03-15 10:25:49"
852,Bernieres,Bernieres,11,1,"2006-03-15 10:34:48"
853,Vancouver,Vancouver,71,2,"2006-03-15 10:59:56"
854,Vercheres,Vercheres,11,1,"2006-03-15 11:32:04"
855,Lewisville,Lewisville,67,2,"2006-03-15 12:08:01"
856,Springfield,Springfield,28,2,"2006-03-15 13:26:09"
857,Durham,Durham,9,1,"2006-03-15 13:46:35"
858,Vineland,Vineland,9,1,"2006-03-15 13:52:52"
859,Vonnas,Vonnas,,11,"2006-03-15 14:27:36"
860,Florence,Florence,31,2,"2006-03-16 10:51:56"
861,Milwaukee,Milwaukee,73,2,"2006-03-16 12:53:49"
862,Morrisburg,Morrisburg,9,1,"2006-03-16 13:44:25"
863,Leetsdale,Leetsdale,40,2,"2006-03-16 14:24:45"
864,Dubuque,Dubuque,27,2,"2006-03-16 14:34:17"
865,Acton Vale,Acton Vale,11,1,"2006-03-17 08:10:28"
866,Wheeling,Wheeling,28,2,"2006-03-17 09:32:45"
867,Newport,Newport,58,2,"2006-03-17 09:53:11"
868,Val-Alain,Val-Alain,11,1,"2006-03-17 11:23:02"
869,Hagerstown,Hagerstown,35,2,"2006-03-17 11:32:39"
870,West Chester,West Chester,60,2,"2006-03-17 12:04:28"
871,Gresham,Gresham,62,2,"2006-03-17 12:32:40"
872,Jackson,Jackson,73,2,"2006-03-17 12:38:28"
873,Listowel,Listowel,9,1,"2006-03-17 14:57:26"
874,Long Island City,Long Island City,57,2,"2006-03-17 15:44:43"
875,Gulph Mills,Gulph Mills,40,2,"2006-03-17 15:54:22"
876,Wickliffe,Wickliffe,60,2,"2006-03-17 16:26:13"
877,Dover,Dover,60,2,"2006-03-20 08:15:43"
878,Airdrie,Airdrie,1,1,"2006-03-20 08:30:40"
