"CompanyID","NameE","NameF","LanguageID","CityID","PostalCode","LastUpdate"
C538,Capstone Manufacturing LLC,Capstone Manufacturing LLC,E,344,"98155","2006-03-22 10:00:49"
C539,Can-Vet Animal Health Supplies Ltd.,Can-Vet Animal Health Supplies Ltd.,E,104,,"2007-05-29 14:57:39"
C544,"Cascades TissueGroup - IFC Disposables, Inc.","Cascades TissueGroup - IFC Disposables, Inc.",E,998,"38012","2007-01-23 12:07:19"
C548,Corby Distilleries Ltd.,Corby Distilleries Ltd.,E,8,M5B 1M8,"2009-07-17 11:03:45"
C550,CDF Corporation,CDF Corporation,E,1187,"02360","2009-04-08 08:50:17"
C552,Cottage Inspirations,Cottage Inspirations,E,656,,"2006-02-14 08:54:35"
C554,Canadian Forest Products Ltd. - CANFOR,Canadian Forest Products Ltd. - CANFOR,E,981,V2N 2K3,"2006-11-21 11:45:02"
C555,Custom Clean Solutions Limited,Custom Clean Solutions Limited,E,33,,"2005-12-07 12:34:07"
C563,Corro-Shield International Incorporated,Corro-Shield International Incorporated,E,371,"60018","2005-09-30 19:27:12"
C567,Clear Pack Company,Clear Pack Company,E,306,"60131","2006-02-13 13:54:20"
C570,"Cascades East Angus, div. Cascades Canada Inc.","Cascades East Angus, div. Cascades Canada Inc.",E,1287,J0B 1R0,"2010-09-03 11:09:00"
C571,Chemline Plastics Ltd.,Chemline Plastics Ltd.,E,239,L3T 5L2,"2009-03-06 13:53:04"
C572,Clear Lam Packaging,Clear Lam Packaging,E,293,"60007","2008-02-05 09:05:22"
C575,Chem International,Chem International,E,31,T5S 1K3,"2005-12-06 14:57:11"
C576,Ceno Plastics Limited,Ceno Plastics Limited,E,4,L4Z 1N9,"2006-04-20 15:44:11"
C577,"21st Century Coatings (Canada) Limited","21st Century Coatings (Canada) Limited",E,29,V6E 4M3,"2006-04-05 14:10:34"
C579,"Covertech Fabricating, Inc.","Covertech Fabricating, Inc.",E,125,M9W 5T6,"2011-10-05 13:59:48"
C581,Crawford Laboratories,Crawford Laboratories,E,308,"60609","2007-05-17 16:32:33"
C582,Cryotech Deicing Technology,Cryotech Deicing Technology,E,1367,"52627","2011-11-16 10:16:52"
C583,Cobol Industries Ltd.,Les Industries Cobol Ltée,E,1093,H8N 2X2,"2007-08-01 13:18:19"
C584,La Coop Fédérée - Les Pétroles Sonic,La Coop Fédérée - Les Pétroles Sonic,E,60,H4N 3H7,"2006-05-04 14:30:28"
C585,Chemdur Industries Limited,Chemdur Industries Limited,E,60,H8S 2L3,"2005-09-30 12:58:28"
C587,Celply S.A de C.V.,Celply S.A de C.V.,E,1083,,"2007-06-26 16:42:24"
C589,Chemac Industries Inc.,Chemac Industries Inc.,E,80,V1T 9G1,"2005-12-06 14:36:57"
C591,Custom Coex Technologies,Custom Coex Technologies,E,104,N1T 1B3,"2007-11-27 13:14:03"
C593,"Color Resolutions International, LLC.","Color Resolutions International, LLC.",E,957,"45014","2006-09-20 15:10:23"
C595,ConocoPhillips,ConocoPhillips,E,362,"80231","2006-10-09 15:54:37"
C599,Color Ad Label,Color Ad Label,E,11,L1W 3L8,"2006-11-21 11:39:55"
C601,Cardinal Maintenance & Shipping Supplies,Cardinal Maintenance & Shipping Supplies,E,161,L9T 3M6,"2006-01-17 10:09:47"
C602,Capital Products Inc.,Produits Capital Inc.,E,409,G1N 1T3,"2007-06-22 14:20:20"
C605,Chatterson Janitorial Supplies,Chatterson Janitorial Supplies,E,193,S4T 0X7,"2009-08-10 14:26:45"
C608,Cherbourg Inc.,Cherbourg Inc.,E,211,J1G 1Y7,"2009-09-22 11:31:35"
C609,CO2 Technologies,Technologies,E,940,"50266","2006-05-01 12:02:34"
C610,Chem Fix,Chem Fix,E,223,J3E 1W9,"2006-05-01 12:33:51"
C612,"CIMCO Refrigeration, div. Toromont Industries, Ltd.","CIMCO Refrigeration, div. Toromont Industries, Ltd.",E,8,M5A 3S1,"2006-05-02 15:29:50"
C614,Canalta Panels Ltd.,Canalta Panels Ltd.,E,973,T9C 1S5,"2006-09-27 22:00:53"
C619,"Chaska Chemical Company, Inc.","Chaska Chemical Company, Inc.",E,515,"55378","2009-09-01 09:30:35"
C620,"Cascades Boxboard Group (Toronto), div. Cascades Canada Inc.","Cascades Boxboard Group (Toronto), div. Cascades Canada Inc.",E,8,M4M 1A5,"2007-06-07 14:51:54"
C620a,"Cascades Boxboard Group (Moncton), div. Cascades Canada Inc.","Cascades Boxboard Group (Moncton), div. Cascades Canada Inc.",E,164,E1E 1C8,"2009-09-23 15:17:54"
C620b,"Cascades Paper (Kingsley Falls), div. Cascades Canada Inc.","Cascades Papier (Kingsley Falls), div. Cascades Canada Inc.",E,755,J0A 1B0,"2010-04-26 11:45:27"
C625,Chemetall Oakite,Chemetall Oakite,E,99,L6T 1B7,"2006-10-02 12:17:20"
C626,CYB Plastiques Inc.,CYB Plastiques Inc.,E,20,H4R 2E9,"2006-10-02 11:31:38"
C628,Chin-Canada Industries Ltd.,Chin-Canada Industries Ltd.,E,25,V5E 4M9,"2007-05-22 14:56:33"
C630,"Custom Biologicals, Inc.","Custom Biologicals, Inc.",E,1331,"33442","2011-04-21 14:45:48"
C631,"Crane Compositves, Inc.","Crane Compositves, Inc.",E,889,"60436","2007-01-23 13:53:43"
C633,Chemtool Incorporated,Chemtool Incorporated,E,1102,"60039","2007-09-26 14:35:35"
C634,Chrisbo Enterprises Inc.,Chrisbo Enterprises Inc.,E,4,L5S 1Z2,"2007-03-22 09:02:42"
C647,CertainTeed Ceilings,CertainTeed Ceilings,E,1032,"33607","2007-04-24 09:38:31"
C650,"CTM Adhesives, Inc.","CTM Adhesives, Inc.",E,382,H1P 2B1,"2009-11-24 14:30:08"
C651,CUBE™ Plastics Inc.,CUBE™ Plastics Inc.,E,110,L4K 2B6,"2007-09-11 14:09:06"
C652,CROCCO S.p.A.,CROCCO S.p.A.,E,1181,"36073","2008-12-10 13:34:57"
C654,Checkers Cleaning Supply,Checkers Cleaning Supply,E,12,N5W 4L6,"2007-06-20 14:38:01"
C656,Clean Control Corporation,Clean Control Corporation,E,285,"31088","2007-06-19 15:06:10"
C657,Camanchaca Inc.,Camanchaca Inc.,E,463,"33126","2007-12-10 12:05:44"
C663,Cortex Worldwide Inc.,Cortex Worldwide Inc.,E,13,L1S 7K7,"2007-12-13 14:45:07"
C664,Chaozhou Yonghan Ceramics Co. Ltd.,Chaozhou Yonghan Ceramics Co. Ltd.,E,1146,"521011","2008-05-29 09:20:41"
C665,CROWN Metal Packaging Canada L.P.,"Les enterprises d’emballages métalliques CROWN Canada, S.E.C.",E,63,H9P 2W7,"2007-12-07 14:50:18"
C666,CONWED® Plastics,CONWED® Plastics,E,325,"55144","2008-11-06 09:16:47"
C668,Cartier Environmental Services Inc.,Cartier Environmental Services Inc.,E,31,T6H 4N6,"2008-03-04 14:54:33"
C669,CEDAP,CEDAP,E,1262,,"2010-03-08 11:03:53"
C670,CEDAP MEXICO SA de CV,CEDAP MEXICO SA de CV,E,1261,,"2010-03-08 10:53:33"
C672,"Chief Adhesives, Inc.","Chief Adhesives, Inc.",E,333,"76119","2013-12-02 10:55:11"
C675,Classic Detergent Company,Classic Detergent Company,E,196,V6V 2W3,"2008-06-18 10:27:56"
C679,Les Cruchons J.U.G.S. Inc.,Les Cruchons J.U.G.S. Inc.,E,676,K6A 3S8,"2009-01-13 12:28:37"
C680,"Capital Industries, Inc.","Capital Industries, Inc.",E,1145,"11952","2008-05-29 09:13:28"
C682,Cyclo-Tech Plus,Cyclo-Tech Plus,E,1148,G0A 4V0,"2008-06-06 14:19:59"
C683,Clean Room Construction Inc.,Clean Room Construction Inc.,E,8,M3J 2G9,"2008-06-20 16:40:04"
C685,Canplastic Manufacturing Inc.,Canplastic Manufacturing Inc.,E,196,V6V 1W1,"2011-08-22 11:21:26"
C688,Cote Nord Sanitation Inc.,Cote Nord Sanitation Inc.,E,209,G4R 3P5,"2008-11-12 12:51:08"
C689,Carlisle FoodService Products,Carlisle FoodService Products,E,787,"73152-3006","2009-07-10 10:28:21"
C690,Cool Pak LLC,Cool Pak LLC,E,1121,"93030","2010-05-13 16:17:03"
C693,"Continental Carbonic Products, Inc.","Continental Carbonic Products, Inc.",E,1407,"62526","2012-05-22 10:03:58"
C697,Chemfil Canada Limited,Chemfil Canada Limited,E,252,N8X 4G4,"2009-04-24 14:52:10"
C699,COASTAL Blending & Packaging,COASTAL Blending & Packaging,E,201,E2L 4E6,"2011-10-11 09:22:20"
C700,"CSS Polymers, Inc.","CSS Polymers, Inc.",E,1205,"30041","2009-03-27 14:07:31"
C701,Canadian Curtis Refrigeration Inc.,Canadian Curtis Refrigeration Inc.,E,1201,L8E 5N8,"2009-03-16 15:11:10"
C702,CK European Safety Equipment Limited,CK European Safety Equipment Limited,E,1198,TN39 4AJ,"2009-03-12 13:13:46"
C703,Calvet S.A.S.,Calvet S.A.S.,E,1199,"33720","2009-03-16 14:39:05"
C706,Closure Systems International,Closure Systems International,E,1232,"47933","2009-09-09 12:58:17"
C712,CRS Plastics Ltd.,CRS Plastics Ltd.,E,364,L4L 3P6,"2009-06-25 08:42:39"
C713,"Clean Brite Chemical Services, Ltd.","Clean Brite Chemical Services, Ltd.",E,32,T2G 4E6,"2010-07-21 11:07:54"
C714,Clearwater Paper Corporation,Clearwater Paper Corporation,E,1011,"83501-1126","2009-06-12 11:30:59"
C714a,Clearwater Paper Corporation,Clearwater Paper Corporation,E,999,"71630","2009-06-12 11:31:19"
C715,CANAM Plastics 2000 Inc.,CANAM Plastics 2000 Inc.,E,96,L7E 1G6,"2009-06-17 09:00:02"
C719,Clea® Care Essentials,Clea® Care Essentials,E,651,"90045","2009-11-26 12:06:43"
C721,Concordel Inc.,Concordel Inc.,E,60,H1H 1A3,"2009-11-09 13:55:34"
C725,"Crown Polymers, LLC","Crown Polymers, LLC",E,1282,"60142","2010-07-23 12:03:31"
C726,CJSR Incorporated,CJSR Incorporated,E,1314,T1S 2N5,"2011-01-25 15:17:14"
C727,Corman Ltda.,Corman Ltda.,E,1240,"11-12","2009-11-09 13:40:48"
C729,Consolidated Container Company,Consolidated Container Company,E,281,"30339","2010-04-16 12:11:37"
C733,Concept Manufacturing Ltd.,Concept Manufacturing Ltd.,E,143,V1X 7S3,"2011-12-21 09:24:03"
C734,Camvac Limited,Camvac Limited,E,1333,IP24 3QY,"2011-05-12 12:59:29"
C735,Crimson Chemicals,Crimson Chemicals,E,333,"76185","2010-01-29 12:01:11"
C740,Compair Canada Inc.,Compair Canada Inc.,E,175,L6L 6J7,"2010-06-01 10:52:28"
C742,"Coating Excellence International, LLC","Coating Excellence International, LLC",E,1279,"54180","2010-07-02 11:48:04"
C744,Crawling Valley Plastics Ltd.,Crawling Valley Plastics Ltd.,E,1275,T0J 0B0,"2010-06-01 12:46:11"
C745,"Cascades Groupe Carton Plat-Jonquière, div. Cascades Canada Inc.","Cascades Groupe Carton Plat-Jonquière, div. Cascades Canada Inc.",E,748,G7S 5K5,"2010-03-09 12:36:31"
C747,Cooke Aquaculture Inc.,Cooke Aquaculture Inc.,E,1307,E5H 1E6,"2010-12-23 14:38:23"
C748,Chandler Sales,Chandler Sales,E,164,E1H 3S5,"2010-06-24 13:00:53"
C751,Crystal Electronics,Crystal Electronics,E,168,L3Y 8Y6,"2011-09-26 14:20:09"
C752,Concure Restoration Inc.,Concure Restoration Inc.,E,32,T2G 4C8,"2010-09-22 11:49:55"
C753,CONWED® Global Netting Solutions,CONWED® Global Netting Solutions,E,325,"55414","2011-10-05 13:43:09"
C756,Complementary Coatings,Complementary Coatings,E,980,"07645","2010-10-28 14:31:30"
C757,Calibre Sales Inc.,Calibre Sales Inc.,E,110,L4K 3L8,"2010-11-15 10:03:10"
C758,"Coffee Dispenser Cleaner Co., Ltd. (CDCC Products™)","Coffee Dispenser Cleaner Co., Ltd. (CDCC Products™)",E,716,"92868","2010-11-05 08:21:40"
C759,"Constantia Hueck Foils, LLC","Constantia Hueck Foils, LLC",E,1483,"29016","2013-09-06 17:42:06"
C760,Consolidated Bottle Corporation,Consolidated Bottle Corporation,E,8,M6N 3N2,"2011-02-04 15:30:37"
C762,CHRISAL Canada Ltd.,CHRISAL Canada Ltd.,E,246,V8Z 3G4,"2011-02-24 11:40:21"
C765,Canada Cleaning Systems,Canada Cleaning Systems,E,96,L7E 1E4,"2011-06-21 09:12:37"
C770,CHANDLER Sanitiation Division,CHANDLER Sanitiation Division,E,201,E2L 4L9,"2011-05-06 10:31:46"
C771,CANUSA Packaging,CANUSA Packaging,E,352,L4K 3W3,"2011-02-04 15:41:04"
C775,Cantol Corp.,Cantol Corp.,E,6,L3R 2M4,"2011-06-01 16:22:05"
C781,"CanTech Industrial Research, Inc.","CanTech Industrial Research, Inc.",E,175,L6L 6R1,"2011-10-05 13:09:19"
C784,Chemex Canada,Chemex Canada,E,252,N8X 4G4,"2011-11-16 10:56:34"
C787,"Ceiling Professionals International, Inc.","Ceiling Professionals International, Inc.",E,1405,"55344","2012-05-15 10:52:07"
C789,Copamex Industras SA de CV,Copamex Industras SA de CV,E,1004,"66450","2013-01-03 09:54:19"
C790,Cowling and Braithwaite Co. Ltd.,Cowling and Braithwaite Co. Ltd.,E,4,L4W 4M5,"2012-02-24 10:59:28"
C792,Cansolution Industries,Cansolution Industries,E,234,V3R 8T4,"2012-03-16 12:52:38"
C795,Crystal Filtration Company,Crystal Filtration Company,E,1479,"48309","2013-08-09 18:07:05"
C796,Cornerstone Industries Canada Inc.,Cornerstone Industries Canada Inc.,E,71,K2M 2C6,"2012-04-30 13:20:45"
C799,"Chemical Systems, Inc.","Chemical Systems, Inc.",E,1416,"32798","2012-07-25 12:47:48"
C801,Coatings & Polymeric Repairs (CPR),Coatings & Polymeric Repairs (CPR),E,92,L4M 6T4,"2012-05-07 10:31:31"
C805,Custom Chemical Solution,Custom Chemical Solution,E,993,"45140","2013-04-22 10:21:28"
C809,Constantia Teich GmbH,Constantia Teich GmbH,E,1478,A-3205,"2013-07-24 09:49:31"
C810,Celeste® Industries Corporation,Celeste® Industries Corporation,E,1422,"21601","2012-08-08 11:59:33"
C817,CSI SpA,CSI SpA,E,1448,"20021","2013-02-04 13:02:08"
C835,Canadian Uniform Limited,Canadian Uniform Limited,E,8,M3N 1W8,"2013-07-30 09:41:37"
C841,Chain Guard Industrial Lubricants,Chain Guard Industrial Lubricants,E,6,L3R 4Z3,"2013-12-06 17:09:55"
CD18,Consolidated Bathurst Ltd.,Consolidated Bathurst Ltd.,E,4,,"2006-02-13 15:33:45"
CM106,Copeland Associates Inc.,Copeland Associates Inc.,E,6,,"2007-05-17 16:20:05"
CS101,Colin Shirriff Sales Ltd.,Colin Shirriff Sales Ltd.,E,8,,"2006-02-13 14:56:50"
CW55,Corro-Dur Jointless Flooring Systems,Corro-Dur Jointless Flooring Systems,E,249,,"2007-05-17 16:29:02"
D001,Deane & Company,Deane & Company,E,187,,"2007-05-25 16:53:30"
D003,Delta Plastics Limited,Delta Plastics Limited,E,27,,"2006-02-14 14:47:50"
D004,Dennison Manufacturing Co. of Canada Ltd.,Dennison Manufacturing Co. of Canada Ltd.,E,662,,"2006-02-14 15:11:48"
D008,Diamond National of Canada Ltd.,Diamond National of Canada Ltd.,E,100,,"2006-02-14 15:55:31"
D017,Dominion Textile Inc.,Dominion Textile Inc.,E,60,,"2006-02-15 08:11:04"
D018,Domtar Packaging Limited,Domtar Packaging Limited,E,8,,"2006-02-15 08:19:24"
D019,Les Distributions de l'Est Incorporated,Les Distributions de l'Est Incorporated,E,1067,,"2007-05-29 15:00:31"
D022,Dow Corning Corporation,Dow Corning Corporation,E,351,"48686","2005-10-11 11:30:54"
D023,Dubois Chemicals of Canada Ltd.,Dubois Chemicals of Canada Ltd.,E,249,,"2007-01-31 16:21:55"
D023a,"DuBois Chemicals Canada, Inc.","DuBois Chemicals Canada, Inc.",E,4,L5L 0A2,"2010-05-07 11:23:52"
D023b,"DuBois Chemicals Canada, Inc.","DuBois Chemicals Canada, Inc.",E,431,"45241","2010-06-01 11:04:36"
D025,Dupont of Canada Limited / EI Dupont,Dupont of Canada Limited / EI Dupont,E,144,K7L 5A5,"2005-10-01 10:38:39"
D025a,E. I. DuPont Canada Company,E. I. DuPont Canada Company,E,32,T2J 4Z2,"2011-07-13 12:00:31"
D025b,E. I. DuPont Canada Company,E. I. DuPont Canada Company,E,4,L5M 2H3,"2012-09-20 12:30:03"
D025c,E. I. DuPont de Nemours & Co.,E. I. DuPont de Nemours & Co.,E,1078,"19880-0402","2013-10-22 17:18:58"
D027,Dustbane Products Limited,Dustbane Products Limited,E,71,K1G 5P4,"2005-11-10 09:46:23"
D031,Duochem Incorporated,Duochem Incorporated,E,97,J4B 6H5,"2005-10-01 10:27:35"
D034,Deb Canada,Deb Canada,E,2,N0E 1Y0,"2004-09-15 13:28:27"
D034a,SBS Products,SBS Products,E,100,,"2006-01-16 09:29:37"
D038,"Drew Canada, div. of Ashland Canada Corporation","Drew Canada, div. de Ashland Canada Corporation",E,13,L1S 2E5,"2005-11-16 13:21:18"
D051,DeLuxe Paper Products Inc.,DeLuxe Paper Products Inc.,E,60,H1B 4V2,"2006-02-14 14:50:08"
D052,Donovan & Son (1997) Ltd,Donovan & Son (1997) Ltd,E,475,E2L 3X8,"2005-11-16 13:20:32"
D055,Denso of North America Inc.,Denso of North America Inc.,E,8,M1X 1M3,"2005-11-22 23:52:04"
D056,Dexter Water Management Systems,Dexter Water Management Systems,E,303,"60085","2005-11-24 15:18:22"
D058,DL Skin Care Products Ltd.,DL Skin Care Products Ltd.,E,8,,"2006-01-11 12:47:34"
D059,Dart Industries Inc.,Dart Industries Inc.,E,600,,"2006-02-14 14:03:01"
D078,Davley Darmex Inc.,Davley Darmex Inc.,E,187,,"2007-02-09 15:37:07"
D079,Centre de Traitement Chimique,Centre de Traitement Chimique,E,204,G7A 2P4,"2005-12-07 09:27:07"
D079a,"Midway Supply Ltd.,","Midway Supply Ltd.,",E,167,,"2006-01-10 09:06:33"
D087,Duro-Test Corporation,Duro-Test Corporation,E,620,"07047","2006-03-22 13:35:50"
D089,Dural Polymers of Canada Limited,Dural Polymers of Canada Limited,E,31,,"2005-10-01 11:59:29"
D089a,Dural International Corp.,Dural International Corp.,E,378,"11729","2005-10-01 12:03:15"
D100,ITW Devcon,ITW Devcon,E,374,"01923-3786","2005-11-11 08:47:36"
D100a,Dispar Veterinary Products Ltd.,Dispar Veterinary Products Ltd.,E,464,,"2005-11-11 08:46:32"
D103,Delitek Limited,Delitek Limited,E,352,L4K 4J1,"2005-12-07 13:05:33"
D103a,Delitek SCS Corp.,Delitek SCS Corp.,E,352,L4K 4J1,"2006-01-11 11:35:00"
D109,Domco Inc.,Domco Inc.,E,759,,"2006-03-20 12:33:36"
D110,Devcon Corporation,Devcon Corporation,E,374,"01923","2005-10-01 09:54:52"
D110a,ITW Devcon,ITW Devcon,E,589,L1P 1R9,"2012-11-22 14:42:53"
D112,A.B. Dick Company of Canada Ltd.,"A.B. Dick Company of Canada Ltd.,",E,76,,"2005-09-27 19:32:49"
D118,Duratrode - Division of NCH Canada Inc.,Duratrode - Division of NCH Canada Inc.,E,3,,"2005-11-14 14:33:59"
D126,"Dynoplast, A division of Dyno Nobel Limited","Dynoplast, A division of Dyno Nobel Limited",E,201,,"2006-03-28 14:45:54"
D128,Dyne-A Pak Inc.,Dyne-A Pak Inc.,E,8,,"2006-02-15 09:38:15"
D129,D & M Plastics Inc.,D & M Plastics Inc.,E,422,,"2005-10-21 13:56:53"
D130,Donovan Chemicals,Donovan Chemicals,E,3,L6T 2H5,"2005-10-22 20:27:51"
D135,Dana Chemicals Inc.,Dana Chemicals Inc.,E,20,,"2005-12-07 14:26:10"
D143,Decogard,Decogard,E,368,,"2006-03-17 15:17:17"
D148,De Ster Corporation B-2320,De Ster Corporation B-2320,E,663,,"2006-02-14 15:33:57"
D154,Lafrentz Industrial Floorings,Lafrentz Industrial Floorings,E,175,,"2006-01-18 12:08:23"
D156,Dyna Blast,Dyna Blast,E,196,,"2005-12-08 14:37:28"
D159,Delta Daily Food Canada Inc.,Delta Daily Food Canada Inc.,E,661,,"2006-02-14 14:27:54"
D160,Direct Plastic Limited,Direct Plastic Limited,E,176,L9W 3Z9,"2006-02-15 08:00:58"
D161,Les Distributions BY-Pas,Les Distributions BY-Pas,E,152,,"2005-12-07 13:59:41"
D162,Dynoplast Limited,Dynoplast Limited,E,25,,"2006-03-28 14:49:11"
D163,General Films Inc.,General Films Inc.,E,686,"45318","2006-02-16 14:49:27"
D165,Despo Chemicals Intl. Inc.,Despo Chemicals Intl. Inc.,E,517,,"2005-12-07 13:36:25"
D166,Deerfield Specialty Papers Inc.,Deerfield Specialty Papers Inc.,E,660,"30916-5432","2006-02-14 14:20:41"
D167,"Dynachem Products Inc.,","Dynachem Products Inc.,",E,181,,"2005-12-08 14:41:26"
D168,J.G. Durand et Cie,J.G. Durand et Cie,E,666,,"2006-02-15 09:34:26"
D170,"3005411 Canada Incorporated","3005411 Canada Incorporated",E,375,J7G 2T3,"2005-10-12 12:21:25"
D170a,Bibusch Canada Company Limited,Bibusch Canada Company Limited,E,376,,"2005-10-01 10:12:23"
D171,Downsview MFG (677042 Ontario Limited),Downsview MFG (677042 Ontario Limited),E,8,,"2006-01-11 12:54:13"
D173,Diversey Water Technologies Ltd.,Diversey Water Technologies Ltd.,E,108,,"2005-12-07 14:21:44"
D174,Distribution Embleme Inc.,Distribution Embleme Inc.,E,427,,"2006-02-15 08:04:44"
D175,"Del-Bac Sales, Ltd.","Del-Bac Sales, Ltd.",E,100,,"2006-02-14 14:24:39"
D178,Dolco Packaging,Dolco Packaging,E,471,"30245","2006-02-15 08:08:07"
D179,Wearlon Industrial Coating Systems - Division of Decora Manufacturing,Wearlon Industrial Coating Systems - Division of Decora Manufacturing,E,597,"12828","2006-01-20 15:09:42"
D182,Delta Marketing Inc.,Delta Marketing Inc.,E,368,,"2005-12-07 13:30:15"
D183,Dean Enterprises (1071006 Ontario Ltd.),Dean Enterprises (1071006 Ontario Ltd.),E,404,,"2005-10-04 19:52:47"
D186,Downeast Plastics Ltd.,Downeast Plastics Ltd.,E,665,,"2006-02-15 09:09:28"
D187,Dussek Campbell Incorporated,Dussek Campbell Incorporated,E,296,"600756","2006-03-13 11:47:53"
D188,Desco Coatings of Alberta Ltd.,Desco Coatings of Alberta Ltd.,E,31,,"2005-10-01 00:03:48"
D189,"Devro, Inc.","Devro, Inc.",E,1496,"29160","2006-02-14 15:52:40"
D190,Deloro Stellite Inc.,Deloro Stellite Inc.,E,94,,"2007-05-17 16:39:36"
D191,Daki Ltee,Daki Ltee,E,97,,"2005-12-07 12:49:15"
D192,Dur-A-Flex Incorporated,Dur-A-Flex Incorporated,E,946,"06108-1146","2006-05-04 09:01:01"
D196,Delta Coatings-Div of Grandhard Mfg. Co. Ltd.,Delta Coatings-Div of Grandhard Mfg. Co. Ltd.,E,4,,"2005-11-14 14:33:08"
D198,DCN Plastic Inc.,DCN Plastic Inc.,E,659,,"2006-02-14 14:07:28"
D200,C.A. Demone Manufacturing Limited,C.A. Demone Manufacturing Limited,E,656,,"2006-02-14 15:07:39"
D202,Ditech Plastco Inc.,Ditech Plastco Inc.,E,63,,"2005-09-26 11:05:11"
D203,Diagent Les Système de Marquage Inc.,Diagent Les Système de Marquage Inc.,F,78,,"2005-09-27 19:24:24"
D206,Dabbco Industries Inc.,Dabbco Industries Inc.,E,33,,"2006-03-17 09:35:51"
D212,"DuChem Industries, Inc.","DuChem Industries, Inc.",E,283,"30214","2005-12-08 13:17:30"
D213,Danfastik Import Inc.,Danfastik Import Inc.,E,752,,"2006-03-20 12:31:29"
D214,Dismed Inc.,Dismed Inc.,E,88,,"2005-11-03 11:31:57"
D216,Dong Jin Co.Ltd.,Dong Jin Co.Ltd.,E,494,,"2006-02-15 08:33:41"
D218,"The Dallas Group of America, Inc.","The Dallas Group of America, Inc.",E,312,"47130","2007-02-28 12:58:28"
D219,D.A. Stuart,D.A. Stuart,E,208,,"2005-12-07 12:46:37"
D220,"Dex-O-Tex Division, Crossfield Products Corp.","Dex-O-Tex Division, Crossfield Products Corp.",E,373,"07204","2007-05-17 16:43:36"
D221,Distralim Inc.,Distralim Inc.,E,857,,"2006-03-17 09:40:00"
D223,Dudick Incorporated,Dudick Incorporated,E,377,"44241","2005-10-01 10:23:09"
D225,Danafilms Inc.,Danafilms Inc.,E,658,,"2006-02-14 13:59:03"
D229,Madico,Madico,E,902,J3E 1X7,"2006-03-27 08:55:30"
D234,DeWied International Incorporated,DeWied International Incorporated,E,328,"78212","2006-03-08 11:07:39"
D237,Digi Canada Inc.,Digi Canada Inc.,E,352,,"2006-02-15 07:57:44"
D242,Diamondwest Sales Ltd.,Diamondwest Sales Ltd.,E,31,,"2005-11-28 01:08:42"
D243,Domino Printing Solutions Inc.,Domino Printing Solutions Inc.,E,175,L6H 5V9,"2008-02-14 09:24:07"
D244,Dagard,Dagard,E,489,,"2005-11-28 01:05:19"
D245,Desmar Incorporated,Desmar Incorporated,E,21,,"2005-10-01 00:14:33"
D247,Delta Pac Inc.,Delta Pac Inc.,E,88,H1J 1S7,"2006-02-14 14:43:39"
D248,Dynalene Heat Transfer Fluids,Dynalene Heat Transfer Fluids,E,383,"18052","2005-10-01 13:56:25"
D250,Drummond Canada,Drummond Canada,E,4,L5N 5Z4,"2005-12-08 13:06:06"
D251,Direct Marketing P.G. Inc.,Direct Marketing P.G. Inc.,E,208,M1B 5W9,"2005-11-28 11:24:03"
D253,Daltile of Canada,Daltile of Canada,E,32,T2H 1Z8,"2006-03-17 15:10:51"
D257,Decade Products LLC,Decade Products LLC,E,322,"49512","2006-03-28 14:39:12"
D259,Dalcam Sanitation Solutions Inc.,Dalcam Sanitation Solutions Inc.,E,34,,"2005-12-07 12:56:04"
D261,Dyna Tank North America Limited,Dyna Tank North America Limited,E,488,,"2005-12-08 14:56:44"
D262,Dilmont Inc.,Dilmont Inc.,E,60,,"2005-12-07 13:54:30"
D263,Dongmei Packaging (Canada),Dongmei Packaging (Canada),E,173,M2H 2J1,"2006-09-25 10:30:16"
D265,"Dural, div. MultiBond","Dural, div. MultiBond",E,63,H9P 1C9,"2009-07-06 08:39:13"
D269,Deco Adhesive Products Limited,Deco Adhesive Products Limited,E,8,M9W 1E1,"2007-08-20 12:56:36"
D270,Detsaw Group Ltd.,Detsaw Group Ltd.,E,32,T3L 2M7,"2005-12-07 13:49:51"
D272,Dock Systems Inc.,Dock Systems Inc.,E,3,L6S 5N5,"2006-09-28 15:33:32"
D273,Dynaco Inc.,Dynaco Inc.,E,89,L4G 6J5,"2008-03-07 14:32:43"
D276,Groupe Dissan Inc.,Groupe Dissan Inc.,E,88,H1J 3A1,"2010-09-15 09:57:17"
D278,Dandeck Inc.,Dandeck Inc.,E,97,J4B 8C4,"2008-02-05 09:20:46"
D280,DelStar Technologies,DelStar Technologies,E,624,"19709","2008-12-17 09:51:52"
D283,Delorme & Primeau Inc.,Delorme & Primeau Inc.,E,17,H1G 5T9,"2008-11-14 12:53:14"
D288,Duropac,Duropac,E,147,J5R 5G5,"2007-04-23 13:58:33"
D290,Discovery Packaging Inc.,Discovery Packaging Inc.,E,103,L7K 2K6,"2006-12-13 14:36:21"
D291,DeLaval,DeLaval,E,59,K9J 7B7,"2007-09-26 09:29:21"
D292,Debro Chemicals,Debro Chemicals,E,3,L6S 4K6,"2006-11-24 11:53:58"
D293,Distribution P.R.I. Inc.,Distribution P.R.I. Inc.,E,501,J6W 5S6,"2006-11-21 09:37:46"
D295,Dali Phenix Development Co. Ltd.,Dali Phenix Development Co. Ltd.,E,990,"528226","2007-01-08 09:39:01"
